Age,Attrition,DistanceFromHome,YearsAtCompany,EnvironmentSatisfaction,JobSatisfaction,MaritalStatus,MonthlyIncome,WorkLifeBalance,NumCompaniesWorked,OverTime
30,No,9,12,3,1,Divorced,3072,3,1,No
45,No,4,5,3,1,Divorced,5006,4,4,Yes
56,No,8,2,3,1,Divorced,4257,3,4,Yes
33,No,2,3,3,4,Single,2500,4,0,No
19,Yes,2,1,2,4,Single,1102,2,1,No
46,No,1,24,2,1,Divorced,10453,3,1,No
38,No,9,2,3,4,Single,2288,3,1,No
31,No,12,4,3,4,Married,3929,3,8,Yes
34,No,27,3,4,2,Single,2311,3,2,No
41,Yes,20,4,2,2,Single,3140,2,1,Yes
50,No,1,3,3,3,Married,3690,2,2,No
53,No,13,4,4,1,Divorced,4450,3,1,No
33,No,14,8,4,2,Married,2756,3,1,No
40,No,4,20,4,3,Married,19033,3,1,No
55,No,14,24,3,2,Single,18722,3,8,No
34,No,2,10,4,3,Married,9547,2,1,No
51,No,3,7,4,2,Single,13734,3,3,No
52,No,1,33,3,3,Married,19999,3,0,No
27,No,9,7,4,2,Single,2279,2,1,No
35,Yes,23,1,2,3,Married,5916,3,3,Yes
43,No,7,5,4,4,Divorced,2089,4,4,No
45,No,2,20,1,4,Married,16792,3,9,No
37,No,21,8,2,1,Married,3564,2,1,Yes
35,No,2,6,2,2,Single,4425,3,5,No
42,No,21,5,3,3,Divorced,5265,3,2,No
38,No,2,1,4,3,Married,6553,3,9,No
38,No,29,7,4,4,Married,6261,1,3,No
27,No,1,2,3,1,Married,4298,3,5,No
49,No,18,7,4,4,Divorced,6804,3,1,Yes
34,No,10,5,4,3,Divorced,3815,4,1,Yes
40,No,19,7,3,4,Married,2741,4,8,Yes
38,Yes,29,1,2,1,Married,6673,3,7,Yes
29,Yes,27,10,2,4,Married,7639,2,1,No
22,No,5,4,4,2,Divorced,2328,2,1,Yes
36,No,18,8,2,4,Single,2153,3,1,No
40,No,9,3,4,4,Married,4876,1,9,No
46,No,1,4,4,1,Divorced,9396,3,7,No
32,Yes,4,14,4,4,Married,10400,2,1,No
30,No,1,11,3,3,Single,8474,3,1,No
27,No,20,7,4,3,Single,9981,3,1,No
51,No,8,10,2,2,Married,12490,1,5,No
30,Yes,3,5,4,1,Single,2657,3,5,Yes
41,No,6,1,4,4,Single,13591,3,3,Yes
30,Yes,26,6,3,1,Single,6696,2,5,No
29,Yes,1,6,3,3,Single,2058,2,0,No
45,No,6,19,4,4,Single,8865,3,6,No
54,No,3,6,4,1,Married,5940,3,2,No
36,No,5,13,4,2,Single,5914,4,8,No
33,No,4,3,3,2,Married,2622,3,6,No
37,No,11,10,2,4,Divorced,12185,3,1,Yes
38,No,3,16,1,3,Divorced,10609,2,0,No
31,No,1,5,3,3,Married,4345,3,0,No
59,No,3,1,3,4,Married,2177,3,3,No
37,No,4,9,1,4,Divorced,2793,3,4,No
29,No,1,11,2,4,Married,7918,3,1,No
35,No,1,10,3,3,Single,8789,4,1,No
29,Yes,18,4,3,4,Single,2389,2,1,Yes
52,No,2,2,3,4,Single,3212,2,7,No
42,No,4,22,3,4,Married,19232,3,1,No
59,No,6,2,2,3,Married,2267,2,8,No
50,No,1,7,4,4,Divorced,19517,2,3,No
33,Yes,14,5,3,4,Married,2436,1,5,Yes
43,No,16,17,4,4,Married,16064,3,5,Yes
33,Yes,2,9,1,1,Married,2707,4,7,No
52,No,2,33,1,3,Single,19068,4,1,Yes
32,No,4,4,3,2,Married,3931,3,2,No
32,Yes,1,3,4,3,Single,3730,1,0,Yes
39,No,1,3,3,3,Divorced,2232,3,7,No
32,No,26,3,3,4,Married,4465,3,0,No
41,No,19,1,3,1,Divorced,3072,2,2,No
40,No,24,9,1,4,Divorced,3319,3,1,No
45,No,1,24,3,4,Married,19202,3,0,No
31,No,3,2,2,3,Divorced,13675,3,9,No
33,No,5,2,3,4,Married,2911,2,1,No
34,No,2,11,4,1,Married,5957,3,6,No
37,No,1,3,3,1,Married,3920,2,2,No
45,No,7,3,1,3,Married,6434,3,4,No
37,Yes,10,1,1,3,Divorced,10048,3,6,No
39,No,2,19,3,3,Single,10938,3,0,No
29,No,15,6,3,4,Single,2340,3,1,No
42,No,17,3,4,1,Single,6545,3,3,Yes
29,No,20,3,4,4,Divorced,6931,3,2,No
25,No,1,4,1,3,Married,4898,3,0,No
42,No,2,9,4,1,Divorced,2593,3,0,Yes
40,No,2,21,1,3,Divorced,19436,3,0,No
51,No,1,1,3,4,Married,2723,2,1,No
31,Yes,29,5,3,2,Single,3479,4,0,No
32,No,7,5,2,2,Married,2794,1,1,No
38,No,2,8,4,4,Married,5249,3,3,No
32,No,2,6,4,1,Single,2176,3,4,No
46,No,2,7,3,2,Married,16872,2,3,Yes
28,Yes,2,0,1,3,Single,3485,1,2,No
29,No,2,0,1,2,Married,6644,3,2,No
31,No,23,9,2,4,Married,5582,3,0,No
25,No,5,6,2,1,Divorced,4000,3,1,No
45,No,20,20,3,4,Married,13496,3,0,Yes
36,No,6,15,4,4,Married,3210,3,0,No
55,No,1,36,4,1,Single,19045,3,0,Yes
47,Yes,29,10,1,2,Married,11849,2,1,Yes
28,No,9,5,4,4,Married,2070,2,1,No
37,No,6,5,3,4,Married,6502,4,4,No
21,No,3,3,4,3,Single,3230,4,1,No
37,No,1,5,1,4,Divorced,13603,3,2,Yes
35,No,22,7,2,2,Divorced,11996,2,7,No
38,No,7,8,1,1,Divorced,5605,3,1,Yes
26,No,1,6,3,2,Divorced,6397,1,1,No
50,No,4,10,1,2,Divorced,19144,2,3,No
53,No,3,5,3,3,Married,17584,2,3,Yes
42,No,1,20,2,3,Married,4907,3,1,No
29,No,2,10,2,4,Single,4554,2,1,No
55,No,20,10,2,4,Married,5415,3,3,Yes
26,No,11,5,1,1,Married,4741,3,1,Yes
37,No,1,17,4,4,Single,2115,3,1,No
44,Yes,24,1,4,3,Divorced,3161,1,3,Yes
38,No,23,2,4,4,Divorced,5745,3,9,No
26,Yes,16,3,1,2,Divorced,2373,3,2,Yes
28,No,8,5,4,4,Single,3310,3,1,No
49,No,10,3,3,1,Single,18665,3,9,Yes
36,No,3,8,3,2,Single,4485,3,4,No
31,No,5,2,4,2,Divorced,2789,2,1,No
26,Yes,4,8,4,4,Single,5828,3,1,Yes
37,No,9,4,2,4,Married,2326,2,1,Yes
42,No,26,20,3,2,Married,13525,4,5,No
18,Yes,3,0,3,3,Single,1420,3,1,No
35,No,16,11,3,2,Married,8020,2,0,No
36,No,18,1,3,4,Married,3688,3,4,No
51,No,2,4,4,2,Divorced,5482,3,5,No
41,No,2,22,4,2,Single,16015,3,1,No
18,No,10,0,4,3,Single,1200,3,1,No
28,No,16,8,2,1,Single,5661,3,0,No
31,No,7,8,2,4,Married,6929,2,4,No
39,No,1,18,3,4,Divorced,9613,2,0,No
36,No,24,9,2,2,Married,5674,3,7,No
32,No,7,13,4,3,Married,5484,2,1,No
38,No,25,10,1,2,Married,12061,3,3,No
58,No,1,5,4,3,Divorced,5660,3,2,Yes
31,No,5,5,3,4,Married,4821,3,0,Yes
31,No,2,2,1,1,Married,6410,3,3,No
45,No,7,24,1,1,Divorced,5210,3,1,No
31,No,2,2,3,4,Divorced,2695,1,0,Yes
33,No,5,10,4,2,Married,11878,3,6,No
39,No,10,21,3,1,Married,17068,3,1,Yes
43,No,10,8,3,4,Single,2455,3,0,No
49,No,1,7,3,3,Single,13964,3,7,Yes
52,Yes,8,8,3,2,Married,4941,2,2,No
27,No,5,4,3,2,Single,2478,2,1,Yes
32,No,8,13,3,2,Married,5228,3,1,Yes
27,No,2,5,4,3,Single,4478,3,1,Yes
31,No,7,7,4,4,Divorced,7547,3,4,No
32,No,2,7,1,4,Single,5055,2,7,No
28,Yes,2,3,1,4,Married,3464,2,5,Yes
30,No,28,10,4,4,Married,5775,3,1,No
31,No,7,10,3,3,Married,8943,3,1,No
39,No,7,21,3,4,Married,19272,3,1,No
39,Yes,3,1,4,3,Married,5238,2,4,Yes
33,No,10,7,2,4,Single,4682,2,3,No
47,No,5,3,4,3,Married,18300,3,4,No
43,No,10,9,3,3,Divorced,5257,4,1,No
27,No,1,5,3,2,Married,6349,3,0,Yes
54,No,20,4,4,3,Single,4869,2,3,No
43,No,7,1,3,1,Married,9985,2,8,No
45,No,8,10,4,4,Married,3697,3,9,No
40,No,1,4,2,4,Married,7457,2,2,Yes
29,Yes,8,7,2,1,Married,2119,2,1,Yes
29,No,9,3,2,4,Single,3983,3,0,No
30,No,5,10,4,3,Divorced,6118,3,1,No
27,No,8,8,2,2,Married,6214,3,1,No
37,No,5,6,4,4,Divorced,6347,2,7,No
38,No,15,11,3,4,Divorced,11510,3,0,Yes
31,No,7,11,3,4,Single,7143,2,1,Yes
29,No,10,7,4,2,Divorced,8268,3,1,Yes
35,No,5,16,3,2,Single,8095,3,0,No
23,No,26,4,3,4,Divorced,2904,2,1,No
41,No,6,5,4,2,Single,6032,3,6,Yes
47,No,4,0,2,3,Single,2976,3,3,No
42,No,23,1,1,4,Single,15992,3,2,No
29,No,2,4,4,3,Married,4649,2,1,No
42,No,2,3,3,3,Divorced,2696,3,0,Yes
32,No,2,8,3,2,Married,2370,3,1,No
48,No,29,0,1,3,Married,12504,1,3,No
37,No,6,7,3,1,Divorced,5974,3,4,Yes
30,No,25,2,4,3,Married,4736,4,7,Yes
26,No,1,8,3,3,Married,5296,3,1,No
42,No,2,1,1,4,Single,6781,3,3,No
21,Yes,1,3,1,2,Single,2174,3,1,Yes
36,No,1,1,4,4,Single,6653,3,4,No
36,No,3,13,1,4,Married,9699,3,4,No
57,No,1,3,4,3,Married,6755,3,2,No
40,No,10,7,4,3,Married,2213,3,3,Yes
21,No,9,3,1,4,Single,2610,2,1,No
33,Yes,5,1,4,3,Single,2851,3,1,Yes
37,No,10,5,3,1,Married,3452,3,6,No
46,No,7,1,3,3,Married,5258,4,2,No
41,Yes,4,8,1,2,Single,9355,3,1,No
50,No,10,4,4,4,Single,10496,3,6,No
40,Yes,22,6,3,3,Married,6380,3,2,Yes
31,No,9,2,3,2,Single,2657,3,0,Yes
21,Yes,12,1,3,2,Single,2716,3,1,No
29,No,23,3,4,4,Single,2201,3,9,No
35,No,9,1,3,2,Single,6540,3,9,No
27,No,1,5,4,2,Divorced,3816,3,1,No
28,No,9,7,2,4,Single,5253,3,1,No
49,No,7,5,2,3,Single,10965,3,8,No
51,No,14,7,3,4,Married,4936,2,4,No
36,No,2,2,4,3,Married,2543,3,4,No
34,Yes,19,5,1,4,Single,5304,2,8,Yes
55,No,2,5,3,4,Single,16659,3,2,Yes
24,No,10,5,4,3,Divorced,4260,4,1,Yes
30,No,2,1,3,2,Married,2476,3,1,No
26,Yes,3,6,3,1,Single,3102,3,0,No
22,No,11,2,1,2,Married,2244,3,1,No
36,No,2,10,2,3,Married,7596,3,1,No
30,Yes,4,1,3,4,Single,2285,3,9,Yes
37,No,14,18,4,1,Divorced,3034,2,1,No
40,No,2,5,4,2,Divorced,5715,3,7,No
42,No,1,5,2,1,Divorced,2576,3,3,No
37,No,10,1,3,2,Single,4197,2,2,Yes
43,No,12,25,1,2,Divorced,14336,3,1,No
40,No,2,1,2,3,Married,3448,3,6,No
54,No,5,4,1,1,Married,19406,2,4,No
34,No,4,3,3,3,Married,6538,3,9,No
31,No,7,13,2,1,Married,4306,1,1,No
43,No,21,3,4,4,Married,2258,3,7,No
43,No,8,5,3,3,Divorced,4522,3,4,Yes
25,No,4,5,2,4,Single,4487,3,1,Yes
37,No,25,13,2,3,Married,4449,3,3,Yes
31,No,1,4,4,1,Married,2218,3,1,No
39,No,1,21,2,3,Divorced,19197,3,1,Yes
56,No,6,7,3,1,Married,13212,2,9,No
30,No,12,5,2,3,Single,6577,3,0,No
41,No,1,10,2,1,Married,8392,3,1,No
28,No,17,10,3,1,Divorced,4558,3,1,No
25,Yes,3,2,1,1,Married,4031,3,5,No
52,No,3,5,4,3,Married,7969,3,2,Yes
45,No,10,2,1,4,Married,2654,2,3,No
52,No,4,5,4,4,Married,16555,1,2,No
42,No,29,5,1,3,Divorced,4556,3,2,No
30,No,2,5,3,4,Single,6091,3,2,No
60,No,7,29,1,1,Married,19566,1,5,No
46,No,18,10,3,3,Divorced,4810,2,2,No
42,No,28,6,4,4,Married,4523,4,0,No
24,Yes,1,5,1,2,Single,3202,3,1,Yes
34,Yes,6,2,4,3,Divorced,2351,2,0,No
38,No,2,1,4,4,Married,1702,3,1,Yes
40,No,2,20,3,3,Married,18041,3,0,No
26,No,23,3,1,4,Divorced,2886,1,1,No
30,No,3,5,3,4,Married,2097,1,4,No
29,No,3,10,2,3,Married,11935,3,1,No
29,Yes,25,2,3,2,Married,2546,4,5,No
19,Yes,2,1,1,4,Single,2564,4,1,No
30,No,22,9,3,1,Married,8412,3,0,No
57,No,29,1,1,4,Divorced,14118,2,3,No
50,No,29,27,2,3,Married,17046,3,0,No
30,No,2,11,3,4,Single,2564,2,0,No
60,No,28,18,3,1,Married,10266,4,4,No
47,No,2,5,1,4,Divorced,5070,3,5,No
46,No,2,3,1,3,Married,17861,1,6,No
35,No,22,5,4,3,Single,4230,3,0,No
54,No,8,1,3,3,Single,3780,3,7,No
34,No,2,7,4,3,Divorced,2768,3,3,No
46,No,10,3,3,4,Married,9071,3,2,Yes
31,No,9,13,3,2,Divorced,10648,4,1,No
33,Yes,15,7,2,3,Married,13610,4,7,Yes
33,Yes,10,4,1,4,Divorced,3408,3,7,No
30,No,7,3,4,2,Single,2983,3,0,No
35,No,16,8,4,3,Married,7632,3,4,Yes
31,Yes,20,1,1,3,Married,9824,3,3,No
34,Yes,23,3,2,1,Divorced,9950,3,9,Yes
42,No,5,2,2,3,Married,2093,3,4,No
36,No,10,10,2,4,Single,9980,2,1,No
22,Yes,4,2,3,3,Single,3894,3,5,No
48,No,2,9,2,4,Married,4051,3,2,No
55,No,18,10,1,2,Single,16835,3,3,No
41,No,10,14,4,4,Single,6230,3,7,No
35,No,1,11,2,3,Married,4717,3,9,No
40,No,6,20,2,3,Single,13237,3,7,No
39,No,8,8,3,3,Married,3755,3,1,No
31,No,2,6,2,4,Single,6582,4,4,Yes
42,No,24,10,4,1,Married,7406,2,1,Yes
45,No,2,8,4,2,Married,4805,4,0,No
26,Yes,17,7,2,3,Divorced,2741,2,0,Yes
29,No,19,3,4,4,Divorced,4262,4,4,No
33,No,1,6,1,3,Divorced,16184,3,4,No
31,No,7,5,3,4,Divorced,11557,2,9,No
18,Yes,5,0,2,2,Single,1878,3,1,Yes
40,No,28,1,3,1,Divorced,10932,3,3,No
41,No,2,8,1,3,Single,6811,3,2,Yes
26,No,29,0,1,3,Divorced,4306,3,5,No
35,No,1,5,1,3,Single,4859,3,1,No
34,No,21,10,4,4,Single,5337,3,1,No
26,Yes,24,1,3,4,Single,2340,1,1,Yes
37,No,1,6,2,4,Single,7491,4,4,No
46,No,18,2,1,3,Married,10527,2,5,No
41,No,2,18,2,1,Married,16595,3,7,No
37,No,9,9,1,2,Divorced,8834,3,1,No
52,No,6,10,4,1,Divorced,5577,3,3,Yes
32,Yes,11,4,4,3,Married,4707,3,8,No
24,No,24,2,4,4,Married,2400,3,0,No
38,No,10,1,3,3,Married,9824,3,3,No
37,No,1,6,2,2,Married,6447,2,6,No
49,No,18,31,4,3,Divorced,19502,3,1,Yes
24,No,23,6,2,4,Married,2725,3,1,Yes
26,No,28,5,1,2,Married,6272,4,1,No
24,No,17,1,4,2,Married,2127,3,1,No
50,No,3,32,1,2,Married,18200,3,1,No
25,No,13,7,2,3,Married,2096,3,1,No
24,Yes,7,6,1,3,Married,2886,3,1,Yes
30,Yes,12,1,2,1,Married,2033,4,1,No
34,No,1,6,2,4,Married,3622,3,1,Yes
31,Yes,13,3,2,1,Divorced,4233,1,2,No
35,No,25,3,1,4,Single,3681,3,4,No
31,No,6,7,1,4,Divorced,5460,4,4,No
27,No,6,5,1,3,Divorced,2187,2,0,No
37,No,2,3,4,3,Married,9602,2,4,Yes
20,No,1,1,4,2,Single,2836,4,1,No
42,No,2,10,3,4,Married,4089,3,1,No
43,No,6,1,2,4,Divorced,16627,2,4,Yes
38,No,1,0,3,1,Single,2619,2,3,No
43,No,9,8,4,3,Divorced,5679,3,3,Yes
48,No,1,3,4,1,Married,15402,1,7,No
44,No,1,2,1,3,Single,5985,4,4,No
34,No,14,8,3,3,Divorced,2579,3,1,Yes
27,Yes,2,4,3,1,Divorced,3041,3,0,No
21,No,22,3,3,3,Single,3447,3,1,No
44,No,3,2,4,4,Married,19513,4,4,Yes
22,No,6,2,1,3,Married,2773,3,0,No
33,No,8,5,3,3,Divorced,7104,3,0,No
32,No,9,6,1,4,Married,6322,2,1,Yes
30,No,3,1,3,3,Divorced,2083,3,1,No
53,No,1,14,4,1,Single,8381,4,7,No
34,No,1,10,2,4,Married,2691,2,1,No
45,Yes,26,1,1,1,Married,4286,3,2,No
26,No,6,3,3,4,Married,2659,3,1,Yes
37,No,3,10,3,3,Married,9434,3,1,No
29,No,3,6,2,3,Married,5561,2,1,No
35,No,6,17,2,4,Single,6646,3,1,No
33,No,6,13,3,4,Divorced,7725,1,3,No
54,No,19,9,3,2,Married,10725,4,2,No
36,No,9,3,2,2,Divorced,8847,3,2,Yes
27,No,3,4,1,4,Single,2045,3,0,No
20,Yes,10,1,4,3,Single,1009,3,1,Yes
33,Yes,3,10,1,1,Single,3348,3,1,Yes
35,No,3,1,3,3,Married,1281,3,1,No
23,No,4,3,1,1,Married,2819,4,2,No
25,No,8,3,4,2,Married,4851,3,0,No
38,No,7,7,4,4,Single,4028,3,0,No
29,No,1,10,2,4,Divorced,2720,3,1,No
48,No,2,2,2,2,Married,8120,3,3,No
27,No,3,6,4,4,Divorced,4647,3,1,Yes
37,No,10,1,4,4,Single,4680,3,3,No
50,No,28,20,4,3,Married,3221,3,1,Yes
34,No,9,8,4,2,Single,8621,4,1,No
24,Yes,3,2,1,3,Single,4577,3,9,No
39,No,2,20,4,3,Single,4553,3,1,No
32,No,10,10,4,4,Single,5396,2,1,No
50,Yes,8,4,2,3,Married,6796,3,3,Yes
38,No,1,9,2,4,Single,7625,2,0,No
27,No,1,9,3,1,Married,7412,3,1,No
32,No,3,7,3,4,Single,11159,3,3,No
47,No,14,7,4,1,Single,4960,3,2,No
40,No,5,18,4,1,Married,10475,3,5,Yes
53,No,7,5,3,3,Married,14814,3,3,No
41,No,10,21,2,4,Divorced,19141,2,3,No
60,No,16,2,1,1,Single,5405,3,8,No
27,No,10,9,4,1,Divorced,8793,2,1,No
41,No,1,22,4,3,Married,19189,3,1,No
50,No,8,2,4,2,Married,3875,3,7,No
28,Yes,1,7,1,2,Single,2216,3,7,Yes
36,No,8,8,1,1,Married,11713,3,9,No
38,No,1,1,3,3,Single,7861,4,4,Yes
44,No,24,5,1,3,Single,3708,3,2,No
47,No,3,22,4,3,Divorced,13770,2,9,Yes
30,No,27,8,3,4,Divorced,5304,2,7,No
29,No,10,1,3,3,Single,2642,3,1,No
42,Yes,19,2,3,3,Divorced,2759,3,6,Yes
43,No,15,2,4,4,Married,6804,3,3,No
34,No,8,5,2,3,Single,6142,3,3,No
23,No,9,4,2,1,Married,2500,4,1,No
39,No,3,8,3,2,Married,6389,1,9,No
56,No,9,10,3,4,Married,11103,2,7,No
40,No,2,4,4,4,Single,2342,2,0,Yes
27,No,7,7,4,1,Single,6811,1,8,No
29,No,10,2,4,2,Divorced,2297,3,1,No
53,No,6,2,4,4,Single,2450,3,2,No
35,No,2,1,4,1,Divorced,5093,4,2,No
32,No,24,10,1,4,Married,5309,3,1,No
38,No,2,1,4,3,Married,3057,1,6,Yes
34,No,8,0,2,1,Divorced,5121,3,3,No
52,No,3,34,3,1,Married,16856,4,1,No
33,Yes,1,10,4,4,Single,2686,2,1,Yes
25,No,26,6,3,4,Single,6180,2,1,No
45,No,2,8,2,3,Single,6632,3,0,No
23,No,10,2,1,3,Single,3505,3,1,No
47,Yes,27,5,2,3,Single,6397,3,4,Yes
34,No,2,6,4,4,Single,6274,3,1,No
55,Yes,2,5,4,1,Married,19859,3,5,Yes
36,No,8,10,1,1,Single,7587,3,1,No
52,No,19,4,4,4,Married,4258,3,0,No
26,No,1,2,1,4,Divorced,4364,3,3,No
29,No,27,8,2,3,Married,4335,2,4,No
26,Yes,8,4,4,1,Single,5326,2,6,No
34,No,1,4,2,4,Single,3280,3,2,No
54,No,19,5,4,1,Divorced,5485,3,9,Yes
27,No,8,4,3,4,Married,4342,3,0,No
37,No,10,5,4,1,Divorced,2782,2,0,Yes
38,No,2,15,1,1,Single,5980,3,6,Yes
34,No,2,6,3,1,Single,4381,3,1,No
35,No,8,3,1,4,Married,2572,2,1,No
30,No,1,2,4,3,Married,3833,3,3,No
40,No,2,8,3,2,Married,4244,3,1,No
34,No,8,3,3,1,Married,6500,3,5,No
42,No,8,24,2,4,Divorced,18430,2,1,No
23,Yes,6,0,3,1,Married,1601,3,1,Yes
24,No,9,1,3,2,Divorced,2694,3,1,No
52,No,11,5,4,3,Married,3149,3,8,No
50,No,2,4,3,3,Married,17639,3,5,No
29,Yes,1,1,2,1,Married,2319,3,1,Yes
33,No,7,13,3,3,Married,11691,4,0,No
33,Yes,16,3,1,1,Single,5324,3,5,No
47,No,2,26,3,4,Married,16752,2,1,Yes
36,No,1,9,3,2,Married,5228,3,0,No
29,No,23,10,3,3,Married,2700,3,1,No
58,Yes,2,31,4,2,Single,19246,3,7,Yes
35,No,1,2,4,3,Single,2506,3,3,No
42,No,1,4,4,4,Married,6062,3,9,Yes
28,Yes,2,2,3,3,Single,4382,2,6,No
36,No,13,5,3,2,Married,2143,3,4,No
32,No,4,14,3,3,Married,6162,3,1,No
40,No,16,1,1,3,Single,5094,3,6,No
30,No,2,0,3,4,Single,6877,2,5,Yes
45,No,2,1,2,3,Single,2274,3,1,No
42,No,29,9,2,2,Married,4434,2,1,No
38,No,12,4,1,1,Divorced,6288,2,2,No
34,No,16,5,3,4,Single,2553,3,1,No
49,Yes,11,9,3,4,Married,7654,4,1,No
55,Yes,2,9,3,4,Single,5160,2,4,No
43,No,14,4,2,1,Married,17159,3,6,No
27,No,5,9,3,4,Divorced,12808,3,1,Yes
35,No,7,8,3,3,Single,10221,4,3,No
28,No,2,8,2,2,Married,4779,3,1,Yes
34,No,3,3,3,4,Married,3737,1,0,No
26,Yes,5,8,3,3,Married,2366,3,1,Yes
27,No,3,0,4,4,Married,1706,2,1,No
51,No,26,20,1,3,Married,16307,2,2,No
44,No,4,5,4,2,Single,5933,2,9,No
25,No,2,4,1,1,Single,3424,2,7,No
33,No,1,9,1,1,Divorced,4037,3,1,No
35,No,27,6,3,1,Single,2559,2,1,No
36,No,1,18,2,4,Married,6201,2,1,Yes
32,No,13,5,2,4,Divorced,4403,2,2,No
30,No,5,5,2,4,Divorced,3761,2,9,No
53,No,7,5,1,4,Married,10934,3,7,Yes
45,No,9,5,4,1,Divorced,10761,3,4,Yes
32,No,8,5,3,3,Married,5175,2,5,No
52,No,25,9,3,4,Married,13826,3,3,No
37,No,16,1,4,3,Divorced,6334,3,4,No
28,No,8,5,2,4,Divorced,4936,3,1,No
22,No,1,2,4,4,Married,4775,1,6,No
44,No,8,3,1,4,Married,2818,2,2,Yes
42,No,2,2,2,4,Single,2515,3,5,Yes
36,No,8,5,1,1,Married,2342,3,0,No
25,No,3,5,3,1,Married,4194,3,1,Yes
35,No,9,17,4,3,Married,10685,3,1,Yes
35,Yes,25,10,4,2,Divorced,2022,2,1,Yes
32,No,1,3,4,4,Divorced,2314,3,0,No
25,No,4,5,3,1,Married,4256,4,1,No
49,No,1,4,3,1,Married,3580,3,2,No
24,No,4,5,1,4,Married,3162,2,0,No
32,No,5,10,2,2,Married,6524,3,1,No
38,No,9,2,2,2,Married,2899,3,0,No
42,No,3,5,3,4,Married,5231,2,2,Yes
31,No,11,6,4,4,Married,2356,3,3,Yes
29,Yes,1,3,2,3,Divorced,2800,3,6,Yes
53,No,8,2,1,4,Married,11836,3,5,No
35,No,25,13,4,2,Married,10903,3,3,No
37,No,21,5,3,4,Married,2973,3,5,No
53,No,23,12,4,4,Single,14275,3,6,No
43,No,1,5,4,4,Married,5562,2,4,No
47,No,2,7,3,4,Married,4537,3,0,Yes
37,No,19,10,1,2,Single,7642,3,1,Yes
50,No,2,31,1,1,Divorced,17924,3,1,No
39,No,2,5,4,4,Married,5204,3,8,No
33,No,3,4,4,2,Divorced,2277,4,3,Yes
32,Yes,25,1,1,4,Single,2795,1,1,Yes
29,No,7,4,1,4,Divorced,2532,3,6,No
44,No,9,8,2,1,Married,2559,3,1,Yes
28,No,5,4,1,4,Single,4908,3,1,No
58,Yes,2,1,4,4,Divorced,2380,2,9,Yes
43,No,8,1,1,2,Divorced,4765,4,4,No
20,Yes,2,2,3,3,Single,2044,2,1,No
21,Yes,18,1,4,4,Single,2693,2,1,No
36,No,14,16,3,4,Married,6586,2,0,Yes
47,No,2,3,4,4,Single,3294,2,1,Yes
22,Yes,3,3,2,3,Married,4171,4,0,Yes
41,Yes,2,7,2,4,Divorced,2778,2,4,Yes
28,No,9,2,3,3,Divorced,2377,3,5,No
39,Yes,6,2,4,1,Married,2404,1,7,Yes
27,No,4,1,2,3,Single,2318,3,1,No
34,No,10,1,2,2,Divorced,2008,3,1,No
42,No,14,5,3,3,Single,6244,3,7,No
33,No,1,3,3,1,Single,2799,3,3,Yes
58,No,5,6,3,2,Divorced,10552,3,2,Yes
31,No,7,7,2,3,Married,2329,4,3,No
35,No,21,10,4,4,Married,4014,1,1,Yes
49,No,8,26,1,2,Married,7403,2,4,No
48,No,20,0,4,3,Married,2259,2,4,No
31,No,20,9,4,3,Married,6932,2,1,No
36,No,7,6,2,4,Single,4678,3,2,No
38,No,1,15,4,1,Married,13582,3,1,No
32,No,1,3,3,2,Married,2332,3,6,No
25,Yes,19,1,3,2,Married,2413,3,1,Yes
40,No,10,1,1,2,Divorced,9705,2,2,No
26,No,1,7,3,1,Single,4294,3,1,No
41,No,6,18,4,1,Single,4721,3,2,Yes
36,No,2,11,3,3,Single,2519,3,4,No
19,Yes,21,1,4,2,Single,2121,4,1,Yes
20,Yes,4,1,1,1,Single,2973,3,1,No
31,No,12,9,4,4,Married,5855,1,0,Yes
40,No,9,1,4,2,Divorced,3617,3,8,Yes
32,No,3,8,3,1,Married,6725,4,1,No
36,Yes,3,16,3,4,Married,10325,3,1,Yes
33,No,1,5,2,4,Single,6949,3,0,No
37,Yes,1,14,1,3,Married,10609,1,5,No
45,No,4,9,3,2,Married,4447,2,1,No
29,No,20,3,3,4,Married,2157,3,1,No
35,No,18,5,3,3,Married,4601,3,1,No
52,No,1,9,4,4,Married,17099,2,2,No
58,Yes,2,1,4,3,Single,2479,3,4,No
53,No,2,17,3,3,Divorced,14852,4,6,No
30,No,8,8,3,3,Divorced,7264,4,5,No
38,No,10,5,3,4,Single,5666,3,1,Yes
35,No,3,10,4,4,Divorced,7823,3,6,No
39,No,2,8,1,3,Single,7880,3,0,No
40,Yes,24,1,2,2,Single,13194,2,4,Yes
47,No,16,19,3,3,Divorced,5067,4,1,Yes
36,No,8,7,1,4,Divorced,5079,3,4,No
31,Yes,9,3,3,1,Single,2321,3,0,Yes
33,No,17,10,4,3,Single,17444,3,1,No
29,Yes,10,0,4,1,Single,2404,3,6,Yes
33,No,13,3,2,4,Single,3452,3,3,No
45,No,1,5,4,4,Divorced,2270,3,3,No
50,No,1,5,4,4,Divorced,17399,2,9,No
33,No,1,6,3,2,Married,5488,3,1,Yes
41,No,9,18,1,3,Divorced,19419,4,2,No
27,No,16,2,3,2,Married,2811,3,9,No
45,No,23,9,4,1,Married,3633,3,1,Yes
47,No,4,9,4,4,Single,4163,3,1,Yes
